id,ra,dec
6638.0,149.79927,2.1693928
373656.0,150.30344,1.9405156
504343.0,150.39056,2.3457499
762745.0,150.38045,2.2138336
501018.0,150.31859,2.352556
410237.0,149.9261,2.6710956
229698.0,149.80743,1.9148653
751699.0,150.34782,2.140312
