id,ra,dec
512858.0,150.33093,2.4219089
166264.0,150.38939,1.9842492
600757.0,149.94135,2.4350557
20438.0,149.77995,2.277365
729691.0,150.26854,2.3141096
602045.0,149.9045,2.4571977
662189.0,150.11511,2.2064867
251908.0,149.85149,2.0563815
