id,ra,dec
279656.0,150.02408,1.9043378
449029.0,150.16878,2.5867438
410666.0,149.99297,2.6494696
327186.0,150.19926,1.9023346
523739.0,150.38554,2.4767869
131311.0,150.23463,2.0603302
85255.0,150.04053,2.0893576
381523.0,150.27225,1.8905381
