id,ra,dec
722879.0,150.2348,2.279981
366773.0,150.33675,1.8692702
587981.0,149.9198,2.355427
750559.0,150.35355,2.1280046
664579.0,150.07994,2.2351413
9472.0,149.87218,2.164107
704309.0,150.15106,2.3812692
628496.0,150.04279,2.2948382
