id,ra,dec
179675.0,150.42197,2.0885332
618883.0,150.04276,2.229476
584848.0,149.9178,2.3365405
288417.0,149.9891,1.9850305
763428.0,150.38173,2.2193985
322445.0,150.21935,1.856828
241114.0,149.88785,1.9656731
346995.0,150.17352,1.9657202
