id,ra,dec
358274.0,150.29987,1.8114977
630340.0,149.98756,2.3254166
734220.0,150.27551,2.340761
427137.0,150.13223,2.444105
387198.0,149.90862,2.5128276
409482.0,149.97812,2.6474495
589418.0,149.9087,2.3678958
180519.0,150.32419,1.9448055
