id,ra,dec
40487.0,149.9145,2.0999644
518635.0,150.42964,2.4272165
179693.0,150.39212,2.0996444
730638.0,150.29149,2.3121934
681660.0,150.1122,2.3395982
38766.0,149.86621,2.1065009
198456.0,149.80963,1.9844923
108562.0,150.12862,2.0436926
