id,ra,dec
292611.0,150.06863,1.9889107
157234.0,150.30333,1.9440045
751137.0,150.33958,2.1382353
83367.0,150.09644,2.0549898
174251.0,150.42015,2.0426173
55236.0,149.98715,2.1763372
527458.0,150.34216,2.5150473
10527.0,149.78604,2.2025614
