id,ra,dec
12320.0,149.76599,2.2223136
231687.0,149.8757,1.9063246
485999.0,150.19984,2.5588949
213178.0,149.79251,2.0985985
238740.0,149.93497,1.9336107
434977.0,150.07059,2.5267532
581496.0,149.83287,2.3464737
556203.0,150.44945,2.4144728
