id,ra,dec
691283.0,150.23885,2.3589928
669266.0,150.10616,2.2566304
476144.0,150.24042,2.4760275
16153.0,149.85017,2.222252
53595.0,149.92586,2.1887038
315432.0,150.17253,1.8187546
125985.0,150.1817,2.0458758
460021.0,150.12273,2.577815
