id,ra,dec
508710.0,150.39983,2.370445
121498.0,150.25395,1.9874614
54114.0,150.03214,2.152359
84603.0,150.08502,2.068121
179981.0,150.39282,2.1016767
377832.0,150.2569,1.8245218
34641.0,149.85674,2.2327878
184064.0,150.31308,2.0289304
