id,ra,dec
233804.0,149.9101,1.9070083
26838.0,149.89577,2.279245
123813.0,150.17638,2.0316982
18006.0,149.86565,2.2292292
39284.0,149.966,2.074213
324325.0,150.21822,1.8735287
503412.0,150.27972,2.3811462
550119.0,150.4889,2.3484037
