id,ra,dec
240207.0,149.84573,1.9743756
507798.0,150.30074,2.400767
469482.0,150.16725,2.4542544
364218.0,150.26453,1.8754253
254679.0,149.87724,2.0660825
587929.0,149.94884,2.3448036
529340.0,150.4572,2.4856532
288588.0,150.06244,1.959864
