id,ra,dec
755470.0,150.42943,2.1383953
464416.0,150.16307,2.418951
631591.0,149.99289,2.3302398
428384.0,150.13902,2.4517543
750043.0,150.36665,2.1188686
629279.0,149.94922,2.3334708
557456.0,150.49623,2.406744
255301.0,149.89114,2.0658522
