id,ra,dec
666286.0,150.17484,2.2111547
321762.0,150.14272,1.8780996
138883.0,150.28644,2.090678
621329.0,149.99965,2.2639565
284113.0,150.04704,1.9313136
567051.0,150.51974,2.472222
107461.0,150.09755,2.0403671
182911.0,150.34279,1.9839162
