galaxy_id,cluster,phz_log_stellar_mass,redshift,has_stamp,pdf_page,mass_bin,redshift_bin
2731343849643058780,1,10.658462524414062,0.7120000123977661,True,14,"[10.5,11.0)","[0.6,1.0)"
2711080528690868614,1,10.52662181854248,0.7459999918937683,True,14,"[10.5,11.0)","[0.6,1.0)"
2737191123676347568,1,10.638714790344238,0.7279999852180481,True,14,"[10.5,11.0)","[0.6,1.0)"
2657997613680409591,2,10.88146686553955,0.7559999823570251,True,14,"[10.5,11.0)","[0.6,1.0)"
2663233325676869505,2,10.778199195861816,0.6079999804496765,True,14,"[10.5,11.0)","[0.6,1.0)"
2748222957646090882,2,10.84029769897461,0.6899999976158142,True,14,"[10.5,11.0)","[0.6,1.0)"
2633490458670888680,3,10.811291694641112,0.6700000166893005,True,14,"[10.5,11.0)","[0.6,1.0)"
2662127574678428094,3,10.92652416229248,0.6700000166893005,True,14,"[10.5,11.0)","[0.6,1.0)"
2658344754655903520,3,10.850906372070312,0.6499999761581421,True,14,"[10.5,11.0)","[0.6,1.0)"
2651114014651950806,1,10.552871704101562,1.100000023841858,True,15,"[10.5,11.0)","[1.0,1.5)"
2667200892651056195,1,10.574040412902832,1.0160000324249268,True,15,"[10.5,11.0)","[1.0,1.5)"
2703488790670980759,1,10.79566764831543,1.1699999570846558,True,15,"[10.5,11.0)","[1.0,1.5)"
2699551272651722328,2,10.587393760681152,1.0119999647140503,True,15,"[10.5,11.0)","[1.0,1.5)"
2759635543654599959,2,10.85792636871338,1.2719999551773071,True,15,"[10.5,11.0)","[1.0,1.5)"
2639939960644734389,2,10.932509422302246,1.0399999618530271,True,15,"[10.5,11.0)","[1.0,1.5)"
2697775444689250198,2,11.010047912597656,0.550000011920929,True,16,"[11.0,11.5)","[0.3,0.6)"
2656929482665771797,3,11.199691772460938,0.5799999833106995,True,16,"[11.0,11.5)","[0.3,0.6)"
2768669916660518407,3,11.030959129333496,0.5699999928474426,True,16,"[11.0,11.5)","[0.3,0.6)"
2741276151671378036,3,11.103652000427246,0.593999981880188,True,16,"[11.0,11.5)","[0.3,0.6)"
2673880092642965038,1,11.144607543945312,0.9300000071525574,True,17,"[11.0,11.5)","[0.6,1.0)"
2680960917655635659,1,11.19936752319336,0.9700000286102296,True,17,"[11.0,11.5)","[0.6,1.0)"
2671223992681169209,1,11.263113021850586,0.9279999732971193,True,17,"[11.0,11.5)","[0.6,1.0)"
2629902231654864781,2,11.454822540283203,0.843999981880188,True,17,"[11.0,11.5)","[0.6,1.0)"
2730259017666511640,2,11.150002479553224,0.8619999885559082,True,17,"[11.0,11.5)","[0.6,1.0)"
2744283438651236185,2,11.035043716430664,0.8539999723434448,True,17,"[11.0,11.5)","[0.6,1.0)"
2727502553649225796,3,11.448168754577637,0.6819999814033508,True,17,"[11.0,11.5)","[0.6,1.0)"
2643107176660867210,3,11.169705390930176,0.7820000052452087,True,17,"[11.0,11.5)","[0.6,1.0)"
2634131076668459380,3,11.347675323486328,0.8519999980926514,True,17,"[11.0,11.5)","[0.6,1.0)"
2634119826667500832,1,11.049838066101074,1.3359999656677246,True,18,"[11.0,11.5)","[1.0,1.5)"
2729616490656652562,1,11.164379119873049,1.3799999952316284,True,18,"[11.0,11.5)","[1.0,1.5)"
2654859850644880988,1,11.18635368347168,1.1200000047683716,True,18,"[11.0,11.5)","[1.0,1.5)"
2711451196646520288,2,11.09299087524414,1.149999976158142,True,18,"[11.0,11.5)","[1.0,1.5)"
2678552351678448346,2,11.069580078125,1.2580000162124634,True,18,"[11.0,11.5)","[1.0,1.5)"
2624049351660456413,2,11.49316692352295,1.0499999523162842,True,18,"[11.0,11.5)","[1.0,1.5)"
2651203447673655545,3,11.048760414123535,1.0420000553131104,True,18,"[11.0,11.5)","[1.0,1.5)"
2679073879661367924,3,11.214303016662598,1.0019999742507937,True,18,"[11.0,11.5)","[1.0,1.5)"
2650998653648769544,3,11.024591445922852,1.0140000581741333,True,18,"[11.0,11.5)","[1.0,1.5)"
