stage,formed_mass_fraction,state_lookback_gyr,predicted_log_stellar_mass,comparison_history_gyr,shape_comparison_limited,rank,galaxy_id,bundle_index,log_stellar_mass,mass_offset_dex,redshift,phz_log_ssfr,phz_delta_ms,cumulative_sfh_distance,has_stamp
1,0.95,1.167175354950956,10.853440768374785,2.0,False,1,2648877261670572303,13653,10.898737907409668,0.04529713903488286,1.1480000019073486,-9.20402991771698,0.8827438077050264,0.0015394227347089733,True
1,0.95,1.167175354950956,10.853440768374785,2.0,False,2,2739479407646710297,13662,10.985644340515137,0.1322035721403516,1.1519999504089355,-8.468506574630737,1.641562325616977,0.0034566932139046234,True
1,0.95,1.167175354950956,10.853440768374785,2.0,False,3,2712339651656077356,13288,10.743657112121582,-0.10978365625320308,0.9300000071525574,-8.132350444793701,2.049448469192828,0.005550403268417022,True
1,0.95,1.167175354950956,10.853440768374785,2.0,False,4,2692907819682434981,13279,10.735285758972168,-0.11815500940261714,0.9599999785423279,-9.02412235736847,1.1336521220302775,0.005775871808034071,True
1,0.95,1.167175354950956,10.853440768374785,2.0,False,5,2657002524674410828,13555,10.918179512023926,0.06473874364914067,0.9940000176429749,-9.026869535446167,1.164245107116464,0.006209258750563527,True
2,0.9,1.8421637236153068,10.829959672525263,2.0,False,1,2634543024650423260,13669,10.899344444274902,0.06938477174963964,1.1419999599456787,-8.496529579162598,1.5939640954623822,0.008471266239841964,True
2,0.9,1.8421637236153068,10.829959672525263,2.0,False,2,2734658301652561453,13671,10.937623023986816,0.1076633514615537,1.1480000019073486,-9.194427728652954,0.9038334340713291,0.009800857877347677,True
2,0.9,1.8421637236153068,10.829959672525263,2.0,False,3,2721131894651126261,13252,10.713645935058594,-0.11631373746666895,1.0420000553131104,-8.421214580535889,1.6749794090710783,0.01199657514360011,True
2,0.9,1.8421637236153068,10.829959672525263,2.0,False,4,2733922492661538209,13673,10.89663028717041,0.06667061464514745,1.1720000505447388,-8.486005544662476,1.586204789921481,0.012317673820545895,True
2,0.9,1.8421637236153068,10.829959672525263,2.0,False,5,2741199066657449764,13317,10.857876777648926,0.027917105123663077,0.9599999785423279,-16.605422973632812,-6.409184443706623,0.01543952450367696,True
3,0.85,2.306014644935082,10.80513608880023,2.0,False,1,2717164221659400875,13698,10.722220420837402,-0.08291566796282801,1.1139999628067017,-8.572161436080933,1.4822829269176023,0.018502197079961997,True
3,0.85,2.306014644935082,10.80513608880023,2.0,False,2,2752524161681122296,13621,10.746442794799805,-0.058693294000425666,1.25,-8.294881582260132,1.691216756531539,0.025223852591320692,True
3,0.85,2.306014644935082,10.80513608880023,2.0,False,3,2715879659653380442,13633,10.675677299499512,-0.12945878930071864,1.1039999723434448,-8.294778823852539,1.7516941063109512,0.04373888651565845,True
3,0.85,2.306014644935082,10.80513608880023,2.0,False,4,2649173403675031662,11290,10.7650728225708,-0.04006326622942957,0.8320000171661377,-9.602343797683716,0.6615858601782948,0.04380888057274156,True
3,0.85,2.306014644935082,10.80513608880023,2.0,False,5,2652718793642424678,13708,10.689908981323242,-0.11522710747698817,1.3700000047683716,-8.066347360610962,1.845379789268509,0.047214845454001224,True
4,0.8,2.6276154567041825,10.778807150077881,2.0,False,1,2659854720684798410,13716,10.928716659545898,0.14990950946801718,1.378000020980835,-8.209156036376953,1.7651531074789948,0.025750253878174506,True
4,0.8,2.6276154567041825,10.778807150077881,2.0,False,2,2678711556674304258,13703,10.83240795135498,0.05360080127709921,1.3339999914169312,-8.20333194732666,1.7650968407574488,0.03010522575863503,True
4,0.8,2.6276154567041825,10.778807150077881,2.0,False,3,2703488790670980759,13681,10.79566764831543,0.016860498237548427,1.1699999570846558,-8.407060146331787,1.6366662844041477,0.030255586713968656,True
4,0.8,2.6276154567041825,10.778807150077881,2.0,False,4,2741447642657085578,13677,10.69784164428711,-0.08096550579077189,1.1540000438690186,-8.284204959869385,1.7398074074268792,0.035933187919343815,True
4,0.8,2.6276154567041825,10.778807150077881,2.0,False,5,2629425863659052113,13648,10.631691932678223,-0.1471152173996586,1.184000015258789,-8.299566507339478,1.6883589371364747,0.03651742620425355,True
5,0.6,3.4534638854107196,10.653868413469581,2.0,False,1,2716117201644464606,13713,10.577238082885742,-0.07663033058383917,1.350000023841858,-8.430529594421387,1.4589546513658234,0.07795867698117166,True
5,0.6,3.4534638854107196,10.653868413469581,2.0,False,2,2754251518642661053,13623,10.532402992248535,-0.1214654212210462,1.25,-8.072330474853516,1.8523654778222078,0.18544257582554508,True
5,0.6,3.4534638854107196,10.653868413469581,2.0,False,3,2748216818639415066,13700,10.542264938354492,-0.11160347511508917,1.2660000324249268,-8.029879570007324,1.8896759237254623,0.19843498507547724,True
5,0.6,3.4534638854107196,10.653868413469581,2.0,False,4,2741447642657085578,13677,10.69784164428711,0.04397323081752802,1.1540000438690186,-8.284204959869385,1.7398074074268792,0.21981855581010196,True
5,0.6,3.4534638854107196,10.653868413469581,2.0,False,5,2629425863659052113,13648,10.631691932678223,-0.0221764807913587,1.184000015258789,-8.299566507339478,1.6883589371364747,0.2211866114108951,True
6,0.4,4.054973122615189,10.4777771544139,1.9004985570723116,False,1,2716117201644464606,13713,10.577238082885742,0.09946092847184218,1.350000023841858,-8.430529594421387,1.4589546513658234,0.22984096662665648,True
6,0.4,4.054973122615189,10.4777771544139,1.9004985570723116,False,2,2640109785664925808,13707,10.349495887756348,-0.12828126665755235,1.4780000448226929,-8.019483089447021,1.753228896901947,0.2623034207924267,True
6,0.4,4.054973122615189,10.4777771544139,1.9004985570723116,False,3,2735200012646842655,13634,10.424372673034668,-0.05340448137923204,1.1239999532699585,-8.43834102153778,1.5215733188293181,0.3321721833685535,True
6,0.4,4.054973122615189,10.4777771544139,1.9004985570723116,False,4,2754251518642661053,13623,10.532402992248535,0.05462583783463515,1.25,-8.072330474853516,1.8523654778222078,0.3370679710923886,True
6,0.4,4.054973122615189,10.4777771544139,1.9004985570723116,False,5,2635350471674992895,13683,10.333292961120605,-0.14448419329329454,1.1419999599456787,-8.13148832321167,1.7914819257681498,0.33782645807807,True
7,0.2,4.591369139314371,10.176747158749919,1.3641025403731293,False,1,2647131718660160391,13641,10.030768394470215,-0.1459787642797039,1.1699999570846558,-8.192909002304077,1.6263188369991526,0.32173800868153324,True
7,0.2,4.591369139314371,10.176747158749919,1.3641025403731293,False,2,2741023943678283074,13629,10.259780883789062,0.08303372503914375,1.194000005722046,-7.938389539718628,1.9357254679424387,0.3510204764473583,True
7,0.2,4.591369139314371,10.176747158749919,1.3641025403731293,False,3,2656685702653947484,13654,10.280752182006836,0.10400502325691718,1.121999979019165,-8.656580209732056,1.261693312420356,0.3908288320935527,True
7,0.2,4.591369139314371,10.176747158749919,1.3641025403731293,False,4,2658189408677769790,13714,10.072080612182617,-0.10466654656730157,1.4639999866485596,-8.117822885513306,1.5850754658068387,0.3931914150436931,True
7,0.2,4.591369139314371,10.176747158749919,1.3641025403731293,False,5,2684931694682266433,13483,10.088583946228027,-0.08816321252189141,0.984000027179718,-8.879212379455566,1.0607058074929188,0.395600312509447,True
8,0.1,4.90561826086189,9.875717163085938,1.0498534188256103,False,1,2733550546657853038,11223,9.756985664367676,-0.11873149871826172,0.7599999904632568,-8.734839916229248,1.2494068846420645,0.3846298594376151,True
8,0.1,4.90561826086189,9.875717163085938,1.0498534188256103,False,2,2766281064676170516,13650,9.845746040344238,-0.02997112274169922,1.1380000114440918,-8.042246699333191,1.7384314264400218,0.3978289744140939,True
8,0.1,4.90561826086189,9.875717163085938,1.0498534188256103,False,3,2650234495658951302,13302,9.930355072021484,0.054637908935546875,1.0099999904632568,-8.515605092048645,1.3597371469292585,0.4196302649226116,True
8,0.1,4.90561826086189,9.875717163085938,1.0498534188256103,False,4,2647176063640000279,13626,9.946571350097656,0.07085418701171875,1.2400000095367432,-8.138103246688843,1.6231027140978829,0.4291862032659225,True
8,0.1,4.90561826086189,9.875717163085938,1.0498534188256103,False,5,2708364677681344616,13168,9.824572563171387,-0.05114459991455078,0.9200000166893005,-8.517350673675537,1.3793198739447372,0.43431477775503535,True
