galaxy_id,redshift,source_h5_row,bundle_h5_row
2734642066642797924,0.3199999928474426,63512,5645
2736269274656428327,0.19200000166893005,63569,5648
2674082349650531143,0.3720000088214874,63773,5662
2655924873673969385,0.32600000500679016,63846,5671
2703016488643095332,0.30399999022483826,64056,5693
2658444366686480085,0.19200000166893005,64245,5708
2649008767643599099,0.3319999873638153,64346,5718
2730714674653367938,0.30399999022483826,64416,5724
2635916102651112516,0.31200000643730164,64484,5729
2636176435650437096,0.25600001215934753,64535,5736
2734617126639394004,0.3240000009536743,64588,5739
2659427239662587210,0.4580000042915344,64599,5742
2668848946660220396,0.36800000071525574,64637,5748
2718736481642565790,0.30399999022483826,64657,5750
2714904726646646188,0.33399999141693115,64984,5781
2750662252667480691,0.44200000166893005,65010,5783
2664262764660826977,0.33000001311302185,65055,5789
2634276601662714873,0.3700000047683716,65154,5796
2645023589656386259,0.3580000102519989,65343,5816
2684925647688482131,0.4300000071525574,65434,5825
2710652996682757786,0.44999998807907104,65469,5830
2732713640673003756,0.328000009059906,65756,5856
2688332747678797937,0.49799999594688416,65770,5859
2707573953681402210,0.33399999141693115,65836,5866
2705246483657921689,0.29600000381469727,65898,5872
2711787145684227218,0.40799999237060547,66194,5897
2636401442675854113,0.1599999964237213,66195,5898
2739997786672322723,0.33399999141693115,66201,5900
2739801352664791070,0.4300000071525574,66327,5912
2648111125675761508,0.335999995470047,66490,5925
2732313535662686032,0.17399999499320984,66615,5932
2658339197664934605,0.18199999630451202,66717,5941
2766447732648710479,0.3179999887943268,66754,5943
2734469433662972397,0.3540000021457672,66926,5959
2684661191642520432,0.33000001311302185,67034,5970
2756728066680909210,0.4300000071525574,67113,5981
2760902956662683475,0.4480000138282776,67189,5988
2747014171652226239,0.4580000042915344,67229,5990
2655958888640422004,0.40799999237060547,67304,5997
2722727750653075469,0.43799999356269836,67371,6006
2668953359648249412,0.4359999895095825,67414,6012
2641451320640614420,0.30799999833106995,67626,6033
2713431267642708332,0.38199999928474426,67742,6043
2758078304663876577,0.3319999873638153,67916,6058
2731796757688156240,0.4320000112056732,67925,6059
2631883848650461068,0.10599999874830246,68027,6072
2673961366647277715,0.18000000715255737,68054,6073
2658548435645878701,0.4300000071525574,68306,6097
2758806602677839562,0.40400001406669617,68309,6098
2666768971638801862,0.3319999873638153,68435,6107
2760774668676813307,0.4519999921321869,68474,6114
2754316328677770130,0.39399999380111694,68495,6115
2740193090640178022,0.35199999809265137,68616,6132
2691538667678137466,0.3619999885559082,68628,6135
2669343847683679793,0.3019999861717224,68746,6145
2627405683649898378,0.33399999141693115,68879,6159
2655712742644426530,0.33000001311302185,68951,6164
2641847769649298836,0.43799999356269836,69006,6170
2756389676660857897,0.37400001287460327,69375,6201
2742939493644102240,0.37400001287460327,69392,6202
2665161680652604001,0.20399999618530273,69432,6206
2720240275683677851,0.4480000138282776,69560,6216
2748140466678229351,0.37599998712539673,69608,6220
2760756237651988209,0.4399999976158142,69814,6235
2737479197676165688,0.18000000715255737,69910,6240
2656235439683190304,0.24799999594688416,70045,6252
2730666841685298535,0.3779999911785126,70103,6254
