galaxy_id,redshift,source_h5_row,bundle_h5_row,catalog_log_stellar_mass,recent_delta_ms,recent_window,recent_ms_settings
2636219740643562666,0.5600000023841858,92547,8321,,,,
2732833085685621699,0.527999997138977,92714,8344,,,,
2653693239667401895,0.550000011920929,92770,8351,,,,
2663601515676584025,0.6079999804496765,92828,8356,,,,
2642352388680863415,0.6299999952316284,92920,8370,,,,
2668016271688413022,0.5400000214576721,92924,8371,,,,
2646933537671268650,0.527999997138977,93099,8390,,,,
2669874486679175945,0.5400000214576721,93577,8440,,,,
2673339733658904219,0.6700000166893005,93755,8462,,,,
2725104526647857692,0.5320000052452087,93862,8469,,,,
2695280121646311976,0.6019999980926514,93872,8473,,,,
2659140734674707814,0.6019999980926514,94002,8487,,,,
2638036243673749290,0.5799999833106995,94005,8489,,,,
2734025632678106973,0.628000020980835,94073,8492,,,,
2661964015639972396,0.5699999928474426,94112,8495,,,,
2719340714642270975,0.527999997138977,94256,8507,,,,
2660406558688117254,0.6079999804496765,94295,8509,,,,
2729749286670191168,0.5699999928474426,94331,8513,,,,
2752970947648266486,0.5680000185966492,94419,8526,,,,
2655745436659660485,0.527999997138977,94606,8545,,,,
2638124208671093258,0.5320000052452087,94991,8587,,,,
2768478229653111295,0.6019999980926514,95046,8596,,,,
2737657297676901522,0.6480000019073486,95466,8641,,,,
2630499040670453886,0.5960000157356262,95512,8649,,,,
2656086262639688485,0.6019999980926514,95513,8650,,,,
2728530923642733312,0.5640000104904175,95575,8656,,,,
2655790022652050202,0.5820000171661377,95801,8677,,,,
2756992167676911232,0.6000000238418579,95964,8696,,,,
2686225351690693956,0.5239999890327454,96017,8700,,,,
2651353085643336392,0.527999997138977,96735,8767,,,,
2642361809653481473,0.5120000243186951,96791,8775,,,,
2756525533643074531,0.527999997138977,97022,8805,,,,
2651558465643248406,0.5400000214576721,97066,8813,,,,
2717548497644518893,0.6299999952316284,97226,8822,,,,
2719187519637885992,0.671999990940094,97264,8826,,,,
2749293894642418029,0.6320000290870667,97452,8843,,,,
2668856655686670719,0.6600000262260437,97467,8847,,,,
2744187456640655849,0.6340000033378601,97593,8866,,,,
2672428496674637486,0.6620000004768372,97965,8892,,,,
2725981142667085340,0.6299999952316284,98321,8927,,,,
2658602621654895657,0.6959999799728394,98415,8937,,,,
2661638217676409614,0.6520000100135803,98506,8944,,,,
2657933806669734646,0.527999997138977,98599,8956,,,,
2745183487681031368,0.5580000281333923,98609,8957,,,,
2683008754652349703,0.5899999737739563,98645,8960,,,,
2669019816660868321,0.6380000114440918,98654,8961,,,,
2714455417679276591,0.6119999885559082,98826,8980,,,,
2725254594648276843,0.5180000066757202,98850,8981,,,,
2678813411666920551,0.5180000066757202,98904,8988,,,,
2724279392638599245,0.6060000061988831,99210,9019,,,,
2694658074686053286,0.5619999766349792,99313,9030,,,,
2664172549654348474,0.5299999713897705,99393,9038,,,,
2641630454662616769,0.5879999995231628,99420,9041,,,,
2638626316659902492,0.5899999737739563,99423,9042,,,,
2693964308684160253,0.5680000185966492,99465,9044,,,,
2759849295675819976,0.5699999928474426,99724,9067,,,,
2639311961677441742,0.6620000004768372,99870,9077,,,,
2685742579680207995,0.5960000157356262,99913,9082,,,,
2715543262684629742,0.6259999871253967,99961,9088,,,,
2708611046650566137,0.6679999828338623,100248,9125,,,,
2685965650643218463,0.6340000033378601,100579,9159,,,,
2741218217646996580,0.6299999952316284,100820,9183,,,,
2645160751652275142,0.6759999990463257,101318,9231,,,,
2769905890661554372,0.5180000066757202,101515,9254,,,,
2673780771682705989,0.6700000166893005,101883,9296,,,,
2748577211664219116,0.5040000081062317,102059,9314,,,,
2700691511640454379,0.6600000262260437,102208,9327,,,,
2660850529641369596,0.6959999799728394,102211,9328,,,,
2701891651639848519,0.6700000166893005,102239,9332,,,,
2664569395644716387,0.6779999732971191,102356,9342,,,,
2656940545663160276,0.6759999990463257,102603,9372,,,,
2746701683661005742,0.6420000195503235,102700,9380,,,,
2645581206674689524,0.6700000166893005,102885,9396,,,,
2644939420674588819,0.671999990940094,102931,9399,,,,
2667240718656301852,0.5740000009536743,102951,9402,,,,
2660768108672610934,0.6740000247955322,103037,9415,,,,
2746281810660572152,0.5199999809265137,103038,9416,,,,
2698429063679598966,0.527999997138977,103135,9427,,,,
2632703546669436528,0.5580000281333923,103181,9437,,,,
2670603430686511101,0.6299999952316284,103288,9446,,,,
2647630952671123105,0.6779999732971191,103298,9449,,,,
2764960299664219862,0.6240000128746033,103802,9485,,,,
2705636082642955416,0.6340000033378601,103853,9491,,,,
2633958538672093518,0.5640000104904175,103871,9492,,,,
2680953206645953497,0.6299999952316284,103989,9499,,,,
2720329665688955001,0.5180000066757202,104024,9501,,,,
2695385970637897360,0.5839999914169312,104118,9508,,,,
2743364658675172581,0.5379999876022339,104395,9535,,,,
2645533784663273044,0.6320000290870667,104446,9541,,,,
2720315853648065615,0.5299999713897705,104489,9546,,,,
2699734746686720990,0.5199999809265137,104552,9554,,,,
2639997947677324313,0.6439999938011169,104598,9560,,,,
2769328096650139257,0.6520000100135803,105310,9610,,,,
2663475534653408721,0.5820000171661377,105493,9623,,,,
2744586242683954015,0.6000000238418579,105494,9624,,,,
2748087812675550990,0.5979999899864197,105554,9632,,,,
2625132809658649682,0.5920000076293945,105634,9639,,,,
2772284683663349269,0.5320000052452087,106266,9707,,,,
2752791672642192181,0.5299999713897705,106398,9720,,,,
2638422431666528879,0.5699999928474426,106400,9722,,,,
2696726725690496396,0.6759999990463257,106456,9727,,,,
2754740837644624280,0.527999997138977,106509,9732,,,,
2645091620677648106,0.6520000100135803,106844,9765,,,,
2639788676646721081,0.5960000157356262,106854,9767,,,,
2749628679665503252,0.593999981880188,106975,9784,,,,
2764457171674663931,0.5920000076293945,107489,9836,,,,
2715389703688245896,0.6439999938011169,107664,9851,,,,
2641714580675441049,0.6700000166893005,107877,9870,,,,
2763816942667035127,0.527999997138977,107940,9876,,,,
2667296111656220756,0.5220000147819519,108110,9895,,,,
2661506908672565519,0.6679999828338623,108299,9920,,,,
2706318151652916748,0.5799999833106995,108587,9946,,,,
2672689294649366043,0.6100000143051147,108767,9964,,,,
2771713998668548578,0.578000009059906,109395,10008,,,,
2752779650662039009,0.6179999709129333,109583,10023,,,,
2639918488659874522,0.6779999732971191,109607,10027,,,,
2739086538668258624,0.6299999952316284,109876,10050,,,,
2674224774644804472,0.6259999871253967,110022,10063,,,,
2703904871650876262,0.6579999923706055,110317,10091,,,,
2673589245674331785,0.5339999794960022,110325,10093,,,,
2622371121656403941,0.6119999885559082,110344,10094,,,,
2625565231653856693,0.5720000267028809,110408,10099,,,,
2703235227650550055,0.6000000238418579,110486,10109,,,,
2685367996646349387,0.6579999923706055,110729,10129,,,,
2727643383650932661,0.6039999723434448,111168,10170,,,,
2716299603660030596,0.6679999828338623,111330,10180,,,,
2716680846657345081,0.6039999723434448,111466,10189,,,,
2686331947645265035,0.5519999861717224,111521,10194,,,,
2659021997686046611,0.515999972820282,111778,10222,,,,
2649630656653101806,0.5600000023841858,112111,10252,,,,
2728365111684740288,0.527999997138977,112275,10264,,,,
2632941183657761397,0.5220000147819519,112554,10292,,,,
2762804489669777140,0.550000011920929,112893,10321,,,,
2657693041655396630,0.5600000023841858,113037,10329,,,,
2663092813656315325,0.5899999737739563,113077,10334,,,,
2706363049677853929,0.5960000157356262,113175,10341,,,,
2719899997687876082,0.527999997138977,113855,10393,,,,
2719958107687859541,0.515999972820282,113881,10396,,,,
2702069573654133538,0.6179999709129333,114025,10411,,,,
2635455298664439644,0.5899999737739563,114036,10415,,,,
2698702560686329068,0.515999972820282,114192,10423,,,,
2639934511677320680,0.5720000267028809,114238,10431,,,,
2673761979655474476,0.6679999828338623,114332,10441,,,,
2757858599655157835,0.5879999995231628,114390,10446,,,,
2741643305653776641,0.5400000214576721,114524,10461,,,,
2741813581659166701,0.6480000019073486,114546,10466,,,,
2765178552651088063,0.5860000252723694,114693,10481,,,,
2637613949675454575,0.6480000019073486,114701,10482,,,,
2721301325689299779,0.5920000076293945,114784,10492,,,,
2738413592679567307,0.5960000157356262,114894,10501,,,,
2656096718665583266,0.5220000147819519,115040,10517,,,,
2668730247641028875,0.5559999942779541,115552,10561,,,,
2727546512686339099,0.5339999794960022,115554,10562,,,,
2748912262678718669,0.5400000214576721,115856,10583,,,,
2644342409682157716,0.6060000061988831,116243,10619,,,,
2648122051664639270,0.5619999766349792,116344,10629,,,,
2704259055641010017,0.6299999952316284,116362,10632,,,,
2756299995641414568,0.628000020980835,116473,10648,,,,
2751992849641553874,0.6499999761581421,116497,10652,,,,
2678943519676269429,0.5920000076293945,116916,10682,,,,
2680750535677600126,0.6060000061988831,116987,10686,,,,
2724816580684143566,0.5239999890327454,117115,10691,,,,
2688898370688940173,0.6000000238418579,117313,10708,,,,
2714577789686558985,0.5920000076293945,117412,10714,,,,
2640325007679837514,0.5400000214576721,117516,10721,,,,
2706523997684125772,0.6039999723434448,117667,10735,,,,
2689866295670962961,0.6520000100135803,117792,10746,,,,
2661335437676785175,0.6200000047683716,117821,10748,,,,
2745582568679769363,0.6060000061988831,117965,10756,,,,
2655391323675664352,0.6019999980926514,118384,10803,,,,
2738575477653546376,0.5960000157356262,118553,10818,,,,
2719859796687984906,0.527999997138977,118826,10845,,,,
2769497630667554200,0.5239999890327454,118849,10848,,,,
2643674219657436522,0.5260000228881836,118958,10857,,,,
2670158512655600289,0.527999997138977,119082,10868,,,,
2736287140681343611,0.5860000252723694,119269,10885,,,,
2738074831673445301,0.6019999980926514,119416,10896,,,,
2735865651672407229,0.6159999966621399,119465,10904,,,,
2663425420652857950,0.5600000023841858,120056,10946,,,,
2664467479646824576,0.628000020980835,120199,10957,,,,
2668356445682155639,0.6100000143051147,120508,10990,,,,
2758393858678463633,0.5339999794960022,120575,10994,,,,
2757020701656470978,0.527999997138977,120731,11008,,,,
2757825323650156267,0.6480000019073486,120934,11025,,,,
2734732562668216360,0.6759999990463257,121056,11037,,,,
2665628138649304366,0.671999990940094,121183,11046,,,,
2680403967676478246,0.6060000061988831,121320,11058,,,,
2739162220651149943,0.6499999761581421,121405,11067,,,,
2663307950641293144,0.5799999833106995,121550,11077,,,,
2748008614669488711,0.5220000147819519,121815,11110,,,,
2714940466651759166,0.5199999809265137,121984,11130,,,,
2652516742661332121,0.5199999809265137,122001,11132,,,,
2636053681657864565,0.5960000157356262,122044,11137,,,,
2734741378670333453,0.6700000166893005,122329,11168,,,,
2667005772680425974,0.5860000252723694,122737,11198,,,,
2767235661664203369,0.8199999928474426,122897,11217,,,,
2633675520655147382,0.8700000047683716,122984,11224,,,,
2660361029667140293,0.734000027179718,123271,11246,,,,
2734299471651954458,0.8320000171661377,123300,11250,,,,
2699342819660582187,0.8339999914169312,123353,11258,,,,
2635926008677191143,0.7760000228881836,123356,11259,,,,
2690827466688554572,0.8799999952316284,123426,11265,,,,
2744926261674784084,0.7480000257492065,123888,11310,,,,
2743267036648393340,0.75,124082,11332,,,,
2756642837660452338,0.7900000214576721,124437,11358,,,,
2740728771642753493,0.75,124442,11360,,,,
2745478899641286420,0.7379999756813049,124477,11362,,,,
2641398981649978940,0.75,124508,11364,,,,
2745484599668541108,0.8240000009536743,124525,11366,,,,
2637888764646404107,0.7559999823570251,124637,11377,,,,
2742104186650098369,0.8399999737739563,124916,11401,,,,
2658777228660834002,0.7440000176429749,124931,11403,,,,
2674887889684592096,0.7699999809265137,124964,11405,,,,
2648970207640894165,0.777999997138977,124966,11406,,,,
2747167763660824715,0.8299999833106995,125189,11427,,,,
2756163728667132165,0.8420000076293945,125378,11442,,,,
2660919105679256562,0.8700000047683716,125404,11446,,,,
2721463605679621589,0.7919999957084656,125424,11448,,,,
2634946681670064854,0.7879999876022339,125474,11453,,,,
2653595030685339424,0.8259999752044678,125527,11465,,,,
2694816649653170720,0.8700000047683716,125540,11467,,,,
2734198909646682703,0.7020000219345093,125590,11471,,,,
2764895987665121823,0.7099999785423279,125594,11473,,,,
2753746377651000618,0.8600000143051147,125603,11474,,,,
2701168467642957754,0.7419999837875366,125615,11476,,,,
2737756090648674923,0.843999981880188,125620,11477,,,,
2732827807651478642,0.8199999928474426,125884,11500,,,,
2634693585663087372,0.7900000214576721,126093,11517,,,,
2734541556683014051,0.7879999876022339,126114,11521,,,,
2765681518653335162,0.7279999852180481,126196,11527,,,,
2663267759669082196,0.7300000190734863,126204,11528,,,,
2678615577641461018,0.8199999928474426,126290,11538,,,,
2693741541650344329,0.8220000267028809,126327,11545,,,,
2657616997665052055,0.8299999833106995,126395,11552,,,,
2707402373649204454,0.828000009059906,126430,11556,,,,
2738667533663440783,0.7919999957084656,126521,11561,,,,
2692271036644809233,0.8399999737739563,126739,11587,,,,
2684353750638919377,0.7179999947547913,126743,11588,,,,
2751298698680732794,0.7559999823570251,126750,11590,,,,
2727770358681166701,0.8320000171661377,126769,11593,,,,
2765117457657574893,0.7319999933242798,126788,11596,,,,
2724432585661459752,0.8240000009536743,126811,11599,,,,
2664346641675955320,0.843999981880188,126866,11608,,,,
2752527619677366255,0.8619999885559082,127104,11626,,,,
2710028288679110174,0.7200000286102295,127114,11627,,,,
2722238079649257346,0.8259999752044678,127148,11631,,,,
2661990533645856630,0.7900000214576721,127277,11647,,,,
2629094238657285493,0.8360000252723694,127635,11678,,,,
2633643943656498485,0.8119999766349792,127715,11686,,,,
2629297229657028940,0.8299999833106995,127781,11692,,,,
2764025187661717379,0.7319999933242798,127808,11695,,,,
2750584515645273020,0.8519999980926514,127918,11710,,,,
2745217026669642339,0.7639999985694885,127945,11711,,,,
2680981646680662485,0.843999981880188,128062,11719,,,,
2631890067669220076,0.7300000190734863,128093,11722,,,,
2716935738689292019,0.7300000190734863,128399,11748,,,,
2699697429686803659,0.7739999890327454,128575,11766,,,,
2714158677682689796,0.7760000228881836,128601,11768,,,,
2768528727668354307,0.8199999928474426,128621,11773,,,,
2733056231650220843,0.7179999947547913,128891,11793,,,,
2768816446650861609,0.7960000038146973,128971,11801,,,,
2645081186668345376,0.800000011920929,129052,11809,,,,
2656885449642981490,0.7300000190734863,129103,11814,,,,
2730961348639469239,0.7900000214576721,129293,11833,,,,
2714310231642334691,0.8399999737739563,129300,11834,,,,
2753786221665750994,0.7139999866485596,129431,11841,,,,
2758321903643991350,0.7300000190734863,129662,11865,,,,
2699680028641110620,0.7419999837875366,129734,11877,,,,
2643552944646876723,0.8159999847412109,129910,11889,,,,
2649773501639870566,0.8679999709129333,129989,11895,,,,
2693732685652973011,0.7179999947547913,130112,11905,,,,
2751909461660722440,0.8320000171661377,130135,11907,,,,
2724673269677295239,0.8679999709129333,130168,11909,,,,
2732687216684449310,0.7680000066757202,130188,11910,,,,
2751998450659860515,0.7919999957084656,130197,11912,,,,
2729429204646948163,0.75,130215,11914,,,,
2709498650669012465,0.8700000047683716,130254,11920,,,,
2714130955676620790,0.8040000200271606,130320,11922,,,,
2708350979685714948,0.7319999933242798,130371,11927,,,,
2640838291657917010,0.8679999709129333,130391,11929,,,,
2627444730656487199,0.7300000190734863,130487,11935,,,,
2663171994667544842,0.7179999947547913,130489,11936,,,,
2662213274669398190,0.8320000171661377,130583,11942,,,,
2631700869668877826,0.8360000252723694,130699,11950,,,,
2688188918651321293,0.8799999952316284,130703,11951,,,,
2668989490676911225,0.7900000214576721,130862,11965,,,,
2649088267648236040,0.7260000109672546,130975,11976,,,,
2745615438637959937,0.7960000038146973,130977,11977,,,,
2691641351683773194,0.7279999852180481,131092,11988,,,,
2692606061685604308,0.8640000224113464,131099,11990,,,,
2714774097654873310,0.7979999780654907,131515,12021,,,,
2686796229650282150,0.7699999809265137,131565,12026,,,,
2761385799657102346,0.8379999995231628,131624,12032,,,,
2687331723643606891,0.7599999904632568,131727,12046,,,,
2629042151670736997,0.75,131729,12047,,,,
2722689946652706912,0.8360000252723694,131791,12052,,,,
2712229264643326934,0.722000002861023,131902,12064,,,,
2690824867644639038,0.7940000295639038,131963,12071,,,,
2689264934648896374,0.8299999833106995,131980,12074,,,,
2670609174639733357,0.8299999833106995,132203,12095,,,,
2656879837685588646,0.7940000295639038,132499,12116,,,,
2646433003676509369,0.7279999852180481,132517,12117,,,,
2745948159656325307,0.8240000009536743,132580,12120,,,,
2632695982662825537,0.7919999957084656,132770,12135,,,,
2743943671673025391,0.800000011920929,132782,12136,,,,
2653660134640436683,0.8199999928474426,132881,12142,,,,
2694131112653224721,0.8299999833106995,132884,12143,,,,
2746877669673575318,0.7179999947547913,132961,12153,,,,
2668993898665726295,0.7279999852180481,132972,12155,,,,
2763002395670386039,0.7239999771118164,133110,12167,,,,
2656992178656061619,0.7900000214576721,133285,12177,,,,
2720262571679642194,0.8240000009536743,133300,12179,,,,
2712092480672408689,0.7580000162124634,133477,12194,,,,
2754630891653507570,0.8399999737739563,133697,12211,,,,
2695063307685640503,0.7900000214576721,133710,12212,,,,
2638150491660323049,0.7200000286102295,133739,12216,,,,
2638489551664730175,0.7419999837875366,133765,12218,,,,
2772595055666661292,0.7300000190734863,133800,12224,,,,
2664817602683301827,0.8679999709129333,133862,12228,,,,
2704980524662305190,0.8640000224113464,133918,12232,,,,
2738409891672949920,0.7179999947547913,134125,12250,,,,
2676217911663406642,0.7799999713897705,134129,12251,,,,
2652839304675936895,0.8560000061988831,134165,12259,,,,
2679577709655678334,0.8799999952316284,134172,12260,,,,
2705057175638524018,0.8700000047683716,134287,12280,,,,
2734059020677717896,0.7559999823570251,134393,12290,,,,
2667092646643158751,0.7300000190734863,134442,12295,,,,
2726843655679212580,0.7480000257492065,134448,12296,,,,
2651497864638509117,0.8140000104904175,134464,12298,,,,
2731643812639738527,0.8700000047683716,134499,12303,,,,
2680537600685485299,0.7440000176429749,134629,12322,,,,
2688771600639078621,0.7279999852180481,134698,12328,,,,
2669062558646499134,0.7279999852180481,134710,12330,,,,
2726229021649810069,0.7919999957084656,134764,12331,,,,
2749243361657050043,0.7519999742507935,134925,12341,,,,
2642584218681387113,0.7860000133514404,135098,12360,,,,
2704340570680820772,0.7139999866485596,135101,12361,,,,
2646020659676612892,0.7179999947547913,135112,12362,,,,
2700129724639042043,0.8619999885559082,135113,12363,,,,
2628007497660384800,0.7680000066757202,135170,12371,,,,
2666646670687598315,0.7400000095367432,135314,12382,,,,
2684648409677612032,0.8240000009536743,135644,12417,,,,
2662357444671499302,0.7919999957084656,135754,12433,,,,
2659432817654159653,0.7900000214576721,135819,12441,,,,
2719030206679503975,0.7940000295639038,135863,12442,,,,
2731512280643935213,0.7139999866485596,135991,12455,,,,
2698667038638114287,0.7860000133514404,136004,12456,,,,
2707532386646723064,0.7879999876022339,136079,12464,,,,
2645172643646927939,0.8220000267028809,136115,12467,,,,
2709843708642855440,0.7139999866485596,136211,12478,,,,
2657933245668373558,0.7879999876022339,136319,12484,,,,
2725569386656146496,0.8159999847412109,136442,12495,,,,
2706216789681840879,0.7799999713897705,136592,12507,,,,
2724875533659440642,0.828000009059906,136677,12513,,,,
2653583090664760657,0.7279999852180481,136755,12518,,,,
2772359603664349624,0.8180000185966492,136860,12529,,,,
2758158652663348507,0.8119999766349792,136987,12542,,,,
2638457778642825960,0.7900000214576721,137024,12547,,,,
2653087069650859699,0.800000011920929,137253,12571,,,,
2666619030645428345,0.75,137837,12611,,,,
2750414024644663164,0.7300000190734863,138076,12634,,,,
2697552551679592218,0.7799999713897705,138218,12649,,,,
2727442710661545906,0.7919999957084656,138298,12658,,,,
2689600019642851091,0.8700000047683716,138473,12673,,,,
2767441897665918507,0.8679999709129333,138478,12674,,,,
2756605518651241652,0.7919999957084656,138622,12685,,,,
2720120369641440118,0.8299999833106995,138735,12695,,,,
2741522644674789966,0.8460000157356262,138970,12707,,,,
2710895060686496419,0.7319999933242798,139013,12713,,,,
2754059547666423420,0.722000002861023,139030,12716,,,,
2717767144682861418,0.734000027179718,139046,12719,,,,
2637822639662459400,0.8700000047683716,139063,12722,,,,
2757630778655820073,0.8539999723434448,139101,12729,,,,
2640968143659656263,0.7260000109672546,139123,12732,,,,
2731319705655869208,0.7120000123977661,139344,12746,,,,
2645236265664081657,0.7879999876022339,139384,12749,,,,
2630634896670082685,0.7879999876022339,139424,12752,,,,
2713443559641860744,0.7200000286102295,139653,12774,,,,
2640586025666967651,0.7900000214576721,139903,12787,,,,
2674563424647528695,0.75,140038,12795,,,,
2751720814669870640,0.7459999918937683,140196,12814,,,,
2742153580650294239,0.7300000190734863,140388,12830,,,,
2636558268645762350,0.7900000214576721,140524,12844,,,,
2765817247661528938,0.8220000267028809,140590,12851,,,,
2713689055691407014,0.8740000128746033,140616,12853,,,,
2726094055686086583,0.7459999918937683,140734,12864,,,,
2665655771678261180,0.8700000047683716,140829,12872,,,,
2752782488644554219,0.8679999709129333,140867,12878,,,,
2637135997670528539,0.7480000257492065,140932,12882,,,,
2733598550670555658,0.8700000047683716,140982,12886,,,,
2658804882655967756,0.8579999804496765,140997,12892,,,,
2754080473650486236,0.8700000047683716,141237,12916,,,,
2633039622654034306,0.7879999876022339,141258,12917,,,,
2732999993652664119,0.8579999804496765,141609,12943,,,,
2697608116687673440,0.75,141746,12956,,,,
2668709601655489501,0.8399999737739563,141801,12964,,,,
2727501063659811330,0.7900000214576721,141852,12971,,,,
2726053633655196681,0.7480000257492065,141866,12974,,,,
