galaxy_id,cluster,redshift,log_stellar_mass,delta_ms_100myr,delta_ms_recent_01,delta_ms_recent_02
2770453485666155541,3,0.3319999873638153,10.31374740600586,-4.0,-0.7135199381326515,-0.5049798774069822
2768600408664943983,1,0.3720000088214874,9.586265563964844,0.27887420579203603,0.2615930339137966,0.27091934924520245
2770981326663808811,3,0.4959999918937683,10.94849681854248,-4.0,-4.0,-4.0
2748306814661872930,1,0.23000000417232513,9.606051445007324,0.3293861169176437,0.32211427047687646,0.3124468554680797
2749472010662062662,2,0.414000004529953,9.572876930236816,-0.764979604702217,-0.3510529483928279,-0.3331625871462377
2748983029662663438,3,0.40799999237060547,9.919439315795898,-4.0,-0.45789666096475373,-0.3225765214352181
2749127639663467086,1,0.2240000069141388,8.908605575561523,0.49085819764482524,0.3729359692566266,0.2751301036589877
2663447942664315863,3,0.26600000262260437,9.558004379272461,-4.0,-0.9230581036545931,-0.6804279917358325
2664539060666165398,3,0.48399999737739563,10.713946342468262,-4.0,-4.0,-4.0
2736289516642765335,1,0.33000001311302185,9.593706130981445,0.22444468706301737,0.24894727899639948,0.25335762687813124
2698599688647004245,2,0.4300000071525574,10.055806159973145,-0.5985219211172069,-0.23184991901175883,-0.2571240032081961
2698346970647020371,1,0.3100000023841858,9.973711013793945,-0.17759881560019136,-0.05374593037545978,-0.02028954451055582
2724960338647448663,1,0.25200000405311584,9.164649963378906,0.41948329514575017,0.41561522547319096,0.3581879257137313
2735903093642189455,3,0.3140000104904175,9.8919038772583,-4.0,-4.0,-4.0
2738223160642021049,1,0.09799999743700027,8.438773155212402,-0.12913089200270297,-0.06381495991923158,-0.05677270003117365
2714817397678808539,3,0.3799999952316284,10.032805442810059,-4.0,-1.02720663208037,-0.6442781625727181
2700041737651508119,2,0.3400000035762787,9.65551471710205,-0.05954649038860296,0.06876306071483528,0.08658791314338672
2724697682648344993,2,0.33000001311302185,10.035294532775879,-0.22259239664303612,-0.05549386175566462,-0.08134403081374937
2635334184654451268,3,0.3880000114440918,10.286650657653809,-4.0,-4.0,-4.0
2630569001653946001,2,0.12999999523162842,8.444132804870605,-0.16157556939162715,-0.12230488035886485,-0.12507261579994983
2699594623637543835,1,0.1940000057220459,9.001374244689941,0.6181563088422024,0.43757875510172656,0.35887916666828196
2634271490655794352,3,0.3400000035762787,10.247075080871582,-4.0,-0.5306337541660636,-0.39680367796111116
2730530513645216604,3,0.4000000059604645,10.846954345703125,-4.0,-4.0,-4.0
2728018951657407340,2,0.3199999928474426,9.76610279083252,-4.0,-0.6248154716401879,-0.5847827593563951
2732742801646179758,2,0.44600000977516174,10.431346893310547,-4.0,-1.7627887935021977,-0.915598222198129
