stage,formed_mass_fraction,state_lookback_gyr,predicted_log_stellar_mass,comparison_history_gyr,shape_comparison_limited,rank,galaxy_id,bundle_index,log_stellar_mass,mass_offset_dex,redshift,phz_log_ssfr,phz_delta_ms,cumulative_sfh_distance,has_stamp
1,0.95,1.5234679067685295,10.977356440677031,2.0,False,1,2726563309669845346,13693,10.912091255187988,-0.06526518548904292,1.246000051498413,-8.196946144104004,1.838802591882105,0.005013124856977837,True
1,0.95,1.5234679067685295,10.977356440677031,2.0,False,2,2724935916686781206,13278,10.999890327453613,0.02253388677658208,1.00600004196167,-8.308093547821045,1.8999870310821119,0.006592810798721602,True
1,0.95,1.5234679067685295,10.977356440677031,2.0,False,3,2758550057677651462,13412,10.84675121307373,-0.13060522760330073,1.0080000162124634,-8.689892292022705,1.4695252287004572,0.006684475768449499,True
1,0.95,1.5234679067685295,10.977356440677031,2.0,False,4,2679416096662116871,13635,10.873133659362793,-0.10422278131423823,1.1699999570846558,-8.152934551239014,1.913528220625007,0.009144559444322718,True
1,0.95,1.5234679067685295,10.977356440677031,2.0,False,5,2669631927653827681,13402,11.08106803894043,0.10371159826339849,0.9940000176429749,-9.865825772285461,0.3758109699331026,0.011962375411639666,True
2,0.9,2.1495686942091115,10.953875344827509,2.0,False,1,2675195668637612508,13561,10.83139419555664,-0.12248114927086817,0.9760000109672546,-8.480748891830444,1.6959028293247935,0.002616427510509689,True
2,0.9,2.1495686942091115,10.953875344827509,2.0,False,2,2634119826667500832,13712,11.049838066101074,0.09596272127356542,1.3359999656677246,-8.464562892913818,1.5638488638846684,0.00942146886954429,True
2,0.9,2.1495686942091115,10.953875344827509,2.0,False,3,2759635543654599959,13656,10.857925415039062,-0.0959499297884463,1.2719999551773071,-8.079265594482422,1.9273423895874555,0.010075295525278895,True
2,0.9,2.1495686942091115,10.953875344827509,2.0,False,4,2733922492661538209,13673,10.89663028717041,-0.05724505765709864,1.1720000505447388,-8.486005544662476,1.586204789921481,0.028942645433409592,True
2,0.9,2.1495686942091115,10.953875344827509,2.0,False,5,2734658301652561453,13671,10.937623023986816,-0.01625232084069239,1.1480000019073486,-9.194427728652954,0.9038334340713291,0.03186597992494576,True
3,0.85,2.521059919021329,10.929051761102476,2.0,False,1,2753316360680891979,13704,11.075105667114258,0.14605390601178136,1.472000002861023,-8.203196287155151,1.7685034134562216,0.018384519867805885,True
3,0.85,2.521059919021329,10.929051761102476,2.0,False,2,2634119826667500832,13712,11.049838066101074,0.12078630499859777,1.3359999656677246,-8.464562892913818,1.5638488638846684,0.05043360397251713,True
3,0.85,2.521059919021329,10.929051761102476,2.0,False,3,2675195668637612508,13561,10.83139419555664,-0.09765756554583582,0.9760000109672546,-8.480748891830444,1.6959028293247935,0.050977450125101624,True
3,0.85,2.521059919021329,10.929051761102476,2.0,False,4,2659854720684798410,13716,10.928716659545898,-0.0003351015565780102,1.378000020980835,-8.209156036376953,1.7651531074789948,0.05772525758316585,True
3,0.85,2.521059919021329,10.929051761102476,2.0,False,5,2759635543654599959,13656,10.857925415039062,-0.07112634606341395,1.2719999551773071,-8.079265594482422,1.9273423895874555,0.06308870364336125,True
4,0.8,2.7898594912534636,10.902722822380127,2.0,False,1,2659854720684798410,13716,10.928716659545898,0.025993837165771083,1.378000020980835,-8.209156036376953,1.7651531074789948,0.01819089376560658,True
4,0.8,2.7898594912534636,10.902722822380127,2.0,False,2,2703488790670980759,13681,10.79566764831543,-0.10705517406469767,1.1699999570846558,-8.407060146331787,1.6366662844041477,0.026362235732259348,True
4,0.8,2.7898594912534636,10.902722822380127,2.0,False,3,2649173403675031662,11290,10.7650728225708,-0.13764999980932657,0.8320000171661377,-9.602343797683716,0.6615858601782948,0.05262795265079811,True
