id,ra,dec
722647.0,150.33247,2.242273
547678.0,150.51329,2.319198
730983.0,150.33818,2.29728
595145.0,149.84314,2.431208
722503.0,150.27094,2.2642024
318470.0,150.13734,1.856746
65203.0,149.96004,2.248608
592495.0,149.91832,2.3855171
