id,ra,dec
440710.0,150.12314,2.546742
132689.0,150.17035,2.0927985
449790.0,150.14038,2.6021357
484692.0,150.30362,2.5135314
523317.0,150.33173,2.4935563
440363.0,150.15858,2.531994
511835.0,150.36362,2.4041429
560672.0,150.50346,2.4290674
