id,ra,dec
523036.0,150.41766,2.459929
686796.0,150.24916,2.3257413
102325.0,150.07602,2.1904805
648182.0,150.0858,2.4085371
412883.0,150.0085,2.6604002
440359.0,150.12971,2.5418487
279655.0,150.02489,1.9029865
605084.0,149.86887,2.4899416
