id,ra,dec
722988.0,150.23817,2.2797542
517872.0,150.37538,2.4416783
439242.0,150.09894,2.5447567
780.0,149.79733,2.1326525
468536.0,150.2166,2.4283454
61474.0,149.91467,2.2426686
598159.0,149.91028,2.426695
684596.0,150.16739,2.3407762
