id,ra,dec
759.0,149.8016,2.1308188
649397.0,150.04251,2.4338195
671965.0,150.14998,2.2596595
517310.0,150.40714,2.426012
101557.0,150.1469,2.1620605
196194.0,149.80302,1.9710649
91137.0,150.05115,2.129021
369381.0,150.3014,1.9043173
