id,ra,dec
764806.0,150.38367,2.2312384
13436.0,149.829,2.2081807
646284.0,150.11739,2.383902
510310.0,150.36464,2.3935463
234453.0,149.91864,1.9082595
410309.0,149.92891,2.67036
320965.0,150.17595,1.8607732
430002.0,150.015,2.509835
