id,ra,dec
81942.0,150.04498,2.0634646
165016.0,150.34753,1.9881611
563036.0,150.51941,2.4413576
279332.0,150.00085,1.9106731
515147.0,150.38472,2.419186
432706.0,150.10089,2.4983456
316370.0,150.0856,1.8556159
595184.0,149.92169,2.4031355
