id,ra,dec
563036.0,150.51941,2.4413576
175964.0,150.42696,2.054908
2188.0,149.8008,2.1403275
482435.0,150.22853,2.5239289
629406.0,149.96576,2.327137
242235.0,149.93617,1.9548123
322821.0,150.174,1.876218
665104.0,150.08984,2.2348907
