id,ra,dec
5156.0,149.84424,2.1421049
86366.0,150.13483,2.0631218
591014.0,149.94104,2.3651645
170557.0,150.41096,2.0164452
136534.0,150.29146,2.0730689
140504.0,150.29825,2.0976377
399523.0,149.92287,2.5949051
548705.0,150.46835,2.3436806
