id,ra,dec
780.0,149.79733,2.1326525
349777.0,150.252,1.7631679
8953.0,149.83478,2.1726587
482077.0,150.2202,2.5245652
722950.0,150.24097,2.2788472
278446.0,149.98581,1.9099462
394909.0,149.9547,2.548292
619943.0,150.00638,2.2508924
