id,ra,dec
102325.0,150.07602,2.1904805
642591.0,150.07762,2.3713307
642528.0,150.08765,2.367088
293409.0,150.05927,1.9976571
488433.0,150.26448,2.5501552
319394.0,150.15125,1.8584206
27203.0,149.82355,2.307886
670298.0,150.0923,2.26948
